run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:last,title,"queue length, last",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:last,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:max,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:max,recordingmode,max,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:max,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:max,title,"queue length, max",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:max,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:timeavg,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueLength:timeavg,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:last,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:last,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:last,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:last,recordingmode,last,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:last,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:last,title,"queue bit length, last",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:last,unit,b,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:max,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:max,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:max,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:max,recordingmode,max,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:max,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:max,title,"queue bit length, max",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:max,unit,b,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:timeavg,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:timeavg,title,"queue bit length, timeavg",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,queueBitLength:timeavg,unit,b,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPackets:count,,,1271,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPackets:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPackets:count,source,packetPulled,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPackets:count,title,"outgoing packets, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPackets:count,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPacketLengths:sum,,,593896,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPacketLengths:sum,source,packetLength(packetPulled),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPacketLengths:sum,title,"outgoing packet lengths, sum",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,outgoingPacketLengths:sum,unit,b,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,incomingPackets:count,,,1271,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPackets:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPackets:count,source,packetPushStarted,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPackets:count,title,"incoming packets, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPackets:count,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,incomingPacketLengths:sum,,,593896,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPacketLengths:sum,source,packetLength(packetPushStarted),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPacketLengths:sum,title,"incoming packet lengths, sum",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,incomingPacketLengths:sum,unit,b,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketsQueueOverflow:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketsQueueOverflow:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketsQueueOverflow:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketsQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketsQueueOverflow:count,title,"dropped packets: queue overflow, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketsQueueOverflow:count,unit,pk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketLengthsQueueOverflow:sum,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketLengthsQueueOverflow:sum,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketLengthsQueueOverflow:sum,recordingmode,sum,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketLengthsQueueOverflow:sum,source,packetLength(packetDropReasonIsQueueOverflow(packetDropped)),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketLengthsQueueOverflow:sum,title,"dropped packet lengths: queue overflow, sum",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].queue,droppedPacketLengthsQueueOverflow:sum,unit,b,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,simulated time,,,1739.4299280807,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,full-duplex,,,1,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,frames/sec sent,,,0.73069916728546,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,frames/sec rcvd,,,0.74679639520363,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,bits/sec sent,,,374.11797365016,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,bits/sec rcvd,,,382.35975434426,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,rx channel idle (%),,,99.999569845276,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,rx channel utilization (%),,,0.00043015472363729,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:count,title,"pause units received, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:sum,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:sum,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:sum,recordingmode,sum,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPausePkUnits:sum,title,"pause units received, sum",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:count,title,"pause units sent, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:sum,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:sum,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:sum,recordingmode,sum,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPausePkUnits:sum,title,"pause units sent, sum",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:count,,,1299,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:count,source,rxPkOk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:count,title,"packets received OK, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:sum(packetBytes),,,83136,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:sum(packetBytes),source,rxPkOk,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,rxPkOk:sum(packetBytes),title,"packets received OK, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,txPk:count,,,1271,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:count,source,packetSentToLower,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:count,title,"packets transmitted, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,txPk:sum(packetBytes),,,81344,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:sum(packetBytes),source,packetSentToLower,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,txPk:sum(packetBytes),title,"packets transmitted, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:count,,,1271,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:count,source,packetReceivedFromUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:count,title,"packet bytes from higher layer, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:sum(packetBytes),,,74237,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetReceivedFromUpper:sum(packetBytes),title,"packet bytes from higher layer, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:count,,,1299,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:count,source,packetSentToUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:sum(packetBytes),,,83136,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:count,source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:count,title,"packet drop: incorrectly received, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:sum(packetBytes),source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropIncorrectlyReceived:sum(packetBytes),title,"packet drop: incorrectly received, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:count,title,"packet drop: interface down, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.clientRouter.eth[1].mac,packetDropInterfaceDown:sum(packetBytes),title,"packet drop: interface down, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.clientRouter.eth[1].mac,packetDropNotAddressedToUs:count,,,0,,,,,,,,,,
