run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:count,title,"packet drop: interface down, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropInterfaceDown:sum(packetBytes),title,"packet drop: interface down, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:count,source,packetDropReasonIsNotAddressedToUs(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:count,title,"packet drop: not addressed to us, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:sum(packetBytes),source,packetDropReasonIsNotAddressedToUs(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0].mac,packetDropNotAddressedToUs:sum(packetBytes),title,"packet drop: not addressed to us, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].eth[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:count,,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:count,interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:count,recordingmode,count,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:count,source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:count,title,"packet drop: address resolution failed, count",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),,,0,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,attr,MuenchenNetwork.client[0].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),title,"packet drop: address resolution failed, sum(packetBytes)",,,,,,,,,,,
NonFrequentUpdates-0-20221208-21:22:50-7525,scalar,MuenchenNetwork.client[0].ipv4.ip,packetDropHopLimitReached:count,,,0,,,,,,,,,,
