stop_name,stop_id,stop_lat,stop_lon
Kirchenlamitz Ost,3241,50.165497,11.985965
Kirchentellinsfurt,11373,48.52863,9.139567
Kirchentellinsfurt,3685,48.529087,9.139046
Kirchgasse  Ri. Sandershäuser Straße,12786,51.30591,9.527494
Kirchhain(Bz Kassel),6207,50.82362,8.920587
Kirchhammelwarden,11954,53.305656,8.475233
Kirchheim(Neckar),13092,49.037827,9.150814
Kirchheim(Neckar),6757,49.037827,9.150732
Kirchheim(Neckar),6807,49.037647,9.150903
Kirchheim(Teck),13343,48.644268,9.443806
Kirchheim(Teck),8373,48.644257,9.443927
Kirchheim(Teck)-Ötlingen,3043,48.657852,9.416289
Kirchheim(Teck)Süd,4449,48.639828,9.452044
Kirchheim(Unterfr),4777,49.65675,9.857713
Kirchheim(Unterfr),6967,49.65675,9.857713
Kirchheim(Weinstr),1599,49.537052,8.181901
Kirchheimbolanden,2058,49.668545,8.016526
Kirchhorsten,6754,52.308186,9.120415
Kirchhorsten,8543,52.308228,9.120344
Kirchhundem,13683,51.086056,8.078073
Kirchhundem,6184,51.08605,8.078118
Kirchlengern,3865,52.19671,8.643958
Kirchlengern,397,52.19671,8.644299
Kirchmöser,11736,52.375595,12.421686
Kirchmöser,14622,52.375645,12.421786
Kirchscheidungen,4056,51.2447,11.66257
Kirchseeon,11661,48.070965,11.887262
Kirchseeon,12016,48.070995,11.887298
Kirchseeon,6118,48.0709,11.887255
Kirchweidach,11859,48.093,12.648475
Kirchweyhe,581,52.983807,8.847169
Kirchweyhe,7734,52.983765,8.847236
Kirchzarten,13668,47.96817,7.959729
Kirchzarten,6661,47.96789,7.958957
Kirkel,11762,49.286182,7.22645
Kirkel,9038,49.286182,7.22645
Kirn,1986,49.78589,7.465027
Kirn,2767,49.785706,7.464326
Kirn,5847,49.785828,7.465072
Kirnbach-Grün,958,48.36193,8.105907
Kirnsulzbach,13735,49.7616,7.434906
Kirnsulzbach,7192,49.763096,7.436119
Kirschbaumwasen,35,48.623055,8.355684
Kissing,5105,48.300922,10.959553
Kissing,5869,48.300922,10.959553
Kitzingen,1024,49.7325,10.155214
Kitzingen,1361,49.7325,10.155214
Kitzingen,9335,49.7325,10.155214
Kitzingen,9349,49.7325,10.155214
Kißlegg,3624,47.793533,9.881921
Kißlegg,8423,47.79365,9.882106
Kißlegg,9486,47.79355,9.882097
Klaffenbach Hp,11021,50.772285,12.903751
Klais,12859,47.483032,11.238589
Klandorf,8970,52.877937,13.555957
"Klandorf, Bahnhof",11295,52.877987,13.555919
Klanxbüll,10338,54.862103,8.676329
Klanxbüll,11723,54.862576,8.675669
Klasdorf Glashütte,10160,52.022186,13.542614
Klasdorf Glashütte,424,52.021053,13.544067
Klasterska Lhota,2926,50.558636,15.660708
Klecken,14732,53.366737,9.929241
Klecken,5267,53.3657,9.928693
Klein Bünzow,10372,53.924927,13.620589
Klein Bünzow,2526,53.92489,13.620526
Klein Bünzow,7366,53.925068,13.620311
Klein Gerau,5081,49.920273,8.51616
Klein Gerau,898,49.91965,8.516389
Klein Winternheim-Ober Olm,14957,49.939606,8.206766
Kleinberghofen,10086,48.355083,11.274477
Kleinberghofen,1782,48.354046,11.275478
Kleinenbroich,4149,51.1957,6.552213
Kleinenbroich,8354,51.195625,6.552213
Kleinensiel,10825,53.444294,8.476119
Kleinfurra,13997,51.417408,10.763196
Kleinfurra,8369,51.417408,10.763196
Kleingemünden,14475,50.062992,9.687704
Kleingemünden,5148,50.062992,9.687704
Kleinheubach,12371,49.721424,9.207476
Kleinheubach,3390,49.721424,9.207476
Kleinheubach,5239,49.721424,9.207476
Kleinjena,9205,51.180264,11.781279
Kleinkems,2834,47.685013,7.5249
Kleinkems,4021,47.68677,7.524639
Kleinkötz,1088,48.41166,10.288497
Kleinostheim,13377,50.002644,9.072252
Kleinostheim,13784,50.002644,9.072252
Kleinröhrsdorf,5659,51.13461,13.990177
Kleinschirma,14787,50.902645,13.281879
Kleinschirma,4233,50.902737,13.282014
Kleinsteinbach,1282,48.96693,8.554782
Kleinsteinbach,6569,48.96736,8.554423
Kleinwallstadt,10647,49.87491,9.168168
Kleinwallstadt,12749,49.87491,9.168168
Kleinwallstadt,14672,49.87491,9.168168
Kleve,4949,51.789696,6.146138
Klieken,4329,51.89453,12.371778
Klieken,7610,51.89453,12.371778
Klinge,11501,51.74355,14.518318
Klingenberg(Main),11481,49.781418,9.176549
Klingenberg(Main),13760,49.781418,9.176549
Klingenberg(Main),9098,49.781418,9.176549
Klingenberg-Colmnitz,13513,50.925846,13.500798
Klingenberg-Colmnitz,5091,50.92581,13.500825
Klingenthal,10827,50.357162,12.462677
Klinikum Bremen-Nord/Beckedorf,14200,53.185284,8.595076
Klitschmar,4326,51.508305,12.228895
Klitschmar,7338,51.508305,12.228895
Klitten,10051,51.348732,14.589452
Klitten,9185,51.348732,14.589452
Kloster Marienthal,5498,50.738647,7.668528
Kloster Oesede,2138,52.200592,8.111626
Klosterbuch,5747,51.15774,13.003689
Klosterfelde,13754,52.791374,13.488131
"Klosterfelde, Bahnhof",9749,52.791214,13.488132
Klosterlechfeld,12877,48.15539,10.83263
Klostermansfeld,14256,51.57468,11.491904
Klosterreichenbach,2002,48.526627,8.399008
Klotten,14826,50.16533,7.203262
Klotten,897,50.16533,7.203262
Kläden(Stendal),5712,52.637814,11.654836
Knesebeck,10472,52.676865,10.689611
"Knielingen Eggensteiner Straße, Karlsruhe",3418,49.03352,8.338252
"Knielingen Eggensteiner Straße, Karlsruhe",6047,49.033184,8.338441
"Knielingen Herweghstraße, Karlsruhe",11773,49.030685,8.341001
"Knielingen Herweghstraße, Karlsruhe",3762,49.03012,8.341423
"Knielingen Rheinbergstraße (Schleife), Karlsruhe",14268,49.03488,8.336617
"Knielingen Siemens, Karlsruhe",2868,49.025215,8.346364
"Knielingen Siemens, Karlsruhe",6202,49.025234,8.34622
"Knielinger Allee/Städt. Klinikum, Karlsruhe",10064,49.01884,8.375443
"Knielinger Allee/Städt. Klinikum, Karlsruhe",6573,49.0189,8.375281
Knittlingen-Kleinvillars,12439,48.993774,8.74403
Knittlingen-Kleinvillars,4145,48.993774,8.74403
Knöringen-Essingen,2900,49.237907,8.148286
Knöringen-Essingen,9377,49.237076,8.148205
Kobern-Gondorf,14973,50.300716,7.46075
Kobern-Gondorf,314,50.300716,7.46075
Kobern-Gondorf,3790,50.300716,7.46075
Koblenz Hbf,11116,50.35093,7.588345
Koblenz Hbf,11345,50.35093,7.588345
Koblenz Hbf,13400,50.35093,7.588345
Koblenz Hbf,2128,50.35093,7.588345
Koblenz Hbf,3813,50.35093,7.588345
Koblenz Hbf,4025,50.35093,7.588345
Koblenz Hbf,5077,50.35093,7.588345
Koblenz Hbf,6161,50.35093,7.588345
Koblenz Hbf,6211,50.35093,7.588345
Koblenz Hbf,7696,50.35093,7.588345
Koblenz Hbf,8448,50.35093,7.588345
Koblenz Hbf,87,50.35093,7.588345
Koblenz Hbf,8973,50.35093,7.588345
Koblenz Hbf,9085,50.35093,7.588345
Koblenz Hbf,9164,50.35093,7.588345
Koblenz Hbf,9669,50.35093,7.588345
Koblenz Stadtmitte,10310,50.357716,7.589985
Koblenz Stadtmitte,10615,50.357716,7.589985
Koblenz Stadtmitte,12725,50.357716,7.589985
Koblenz Stadtmitte,13546,50.357716,7.589985
Koblenz-Ehrenbreitstein,10474,50.361748,7.610202
Koblenz-Ehrenbreitstein,9447,50.361748,7.610202
Koblenz-Güls,12202,50.34085,7.549005
Koblenz-Güls,9507,50.34085,7.549005
Koblenz-Lützel,3179,50.36749,7.591607
Koblenz-Lützel,6656,50.36749,7.591607
Koblenz-Lützel,7217,50.36749,7.591607
Koblenz-Lützel,7601,50.36749,7.591607
Koblenz-Lützel,913,50.36749,7.591607
Koblenz-Moselweiß,7156,50.349464,7.560646
Koblenz-Moselweiß,8730,50.349464,7.560646
Kochel,10273,47.66069,11.37092
Kochel,11002,47.660652,11.370947
Kodersdorf,4988,51.259556,14.916232
Kodersdorf,9990,51.259556,14.916232
Koenigsmacker,11603,49.396545,6.273417
Kohlscheid,13871,50.83173,6.074485
Kohlscheid,8771,50.83173,6.074485
Kohlstetten,8966,48.400764,9.332438
Kojetice u Prahy,6968,50.237343,14.499168
Kojovice,1392,50.30722,14.656463
Kolbermoor,10167,47.851925,12.064147
Kolbermoor,8057,47.851925,12.064147
Kolkwitz,7916,51.757797,14.249733
Kolkwitz Süd,13467,51.746815,14.241607
Kolkwitz Süd,9739,51.746895,14.241595
Kollmarsreute,5436,48.09857,7.886831
Kollmarsreute,9699,48.09827,7.887074
Kollnau,9477,48.10115,7.973842
Kolomuty,10640,50.406628,14.977979
"Kolpingplatz, Karlsruhe",3284,48.997387,8.393669
"Kolpingplatz, Karlsruhe",6167,48.997734,8.393849
"Kongresszentrum (U), Karlsruhe",10806,49.003,8.403263
"Kongresszentrum (U), Karlsruhe",11987,49.002884,8.403254
"Kongresszentrum (U), Karlsruhe",8064,49.002068,8.403057
"Kongresszentrum (U), Karlsruhe",978,49.00217,8.403066
Konstanz,11025,47.658752,9.177312
Konstanz,12062,47.658752,9.177312
Konstanz,4480,47.658752,9.177312
Konstanz,8218,47.658752,9.177312
Konstanz-Fürstenberg,4881,47.67728,9.163445
Konstanz-Fürstenberg,7132,47.677536,9.162735
Konstanz-Petershausen,13519,47.674034,9.173829
Konstanz-Petershausen,7101,47.673943,9.173775
Konstanz-Wollmatingen,9337,47.68233,9.147661
Konstanz-Wollmatingen,9740,47.682617,9.146943
Konz,6627,49.696266,6.574725
Konz,9225,49.695366,6.573395
Konz Mitte,162,49.700237,6.573584
Korbach Hbf,10759,51.278713,8.873229
Korbach Hbf,14393,51.278713,8.873229
Korbach Hbf,1917,51.278713,8.873229
Korbach Hbf,7763,51.278713,8.873229
Korbach Süd,6776,51.270264,8.878815
Kordel,12493,49.83658,6.634777
Kordel,253,49.83696,6.634499
Korenov,1160,50.770103,15.3658
Korenov zast.,199,50.762386,15.346917
Kork,13407,48.57002,7.874797
Kork,8965,48.57002,7.874797
Korntal,14724,48.826416,9.121168
Korntal,2459,48.82636,9.120554
Korntal,4310,48.8263,9.121167
Korntal,553,48.82644,9.121072
Korntal Gymnasium,210,48.83025,9.112432
Kornwestheim Pbf,12810,48.86222,9.179964
Kornwestheim Pbf,2716,48.86214,9.180335
Kornwestheim Pbf,568,48.862167,9.179926
Kornwestheim Pbf,869,48.86218,9.179845
Korschenbroich,9025,51.195694,6.5116
Korschenbroich,9396,51.195625,6.511582
Kosatky,1326,50.316944,14.670189
Koserow,13886,54.045334,13.999275
Kostalov,6465,50.568783,15.403727
Kothmaißling,12843,49.242912,12.729367
Kothmaißling,1864,49.242912,12.729367
Kottenheim,5575,50.348972,7.248906
Kovac,8866,50.392315,15.469555
Kraftsdorf,1129,50.878075,11.930855
Kraftsdorf,703,50.878075,11.930855
Kraftwerk Finkenheerd,10956,52.262543,14.575121
Kraftwerk Finkenheerd,744,52.262512,14.575221
Kraghammer,13350,51.109158,7.87385
Kranebitten,5425,47.26959,11.328668
Kranichfeld,3310,50.856335,11.203225
Kraslice,1305,50.330353,12.50316
Kraslice predmesti,14078,50.311695,12.518783
Kraslice(Gr),12091,50.35407,12.46732
Kraslice-Pod vlekem,13033,50.340584,12.496783
Krasna Lipa,2566,50.919147,14.512113
Krasna Lipa mesto,4984,50.90727,14.512104
Krasna Studanka,6777,50.8013,15.038103
Krasny Les,3663,50.93772,15.128546
Krasny Les bazant.,14772,50.930782,15.109133
Kratzeburg,11185,53.427776,12.941732
Krauthausen,7614,50.878662,6.42327
Kravare v Cechach,432,50.628986,14.404647
Kredenbach,14812,50.96323,8.042707
Krefeld Hbf,12449,51.32548,6.569559
Krefeld Hbf,1347,51.3256,6.569461
Krefeld Hbf,3090,51.325672,6.569398
Krefeld Hbf,9180,51.32531,6.569694
Krefeld-Hohenbudberg Chempark,5645,51.373528,6.66446
Krefeld-Hohenbudberg Chempark,7842,51.373528,6.66446
Krefeld-Linn,4712,51.337723,6.629782
Krefeld-Linn,5212,51.337685,6.629962
Krefeld-Oppum,10399,51.329685,6.610343
Krefeld-Oppum,12774,51.329655,6.610334
Krefeld-Oppum,14027,51.329803,6.610352
Krefeld-Oppum,6914,51.32975,6.61009
Krefeld-Oppum,7174,51.329765,6.610343
Krefeld-Uerdingen,1403,51.356968,6.64518
Krefeld-Uerdingen,632,51.35689,6.645359
Kreiensen,10012,51.85212,9.967361
Kreiensen,12390,51.85182,9.965966
Kreiensen,6482,51.85172,9.965954
Kreiensen,8194,51.85166,9.965951
Kreiensen,9715,51.85225,9.967035
Kreimbach-Kaulbach,10636,49.551163,7.631754
Kremmen,2761,52.75333,13.04007
Kremmen,8399,52.753143,13.040256
Krempe,10643,53.836025,9.482607
Krempe,3711,53.834057,9.481712
Kremperheide,13639,53.880936,9.480367
Kremperheide,2910,53.882175,9.480135
Krensitz,339,51.490555,12.461339
Krensitz,4297,51.490555,12.461339
Kressbronn,10133,47.594097,9.599092
Kressbronn,8187,47.594055,9.59902
Kretscham-Rothensehma,539,50.46721,12.988245
Kreuz Konz,11198,49.704086,6.576099
Kreuzau Bahnhof,5332,50.75075,6.488409
Kreuzau-Eifelstraße,13763,50.742798,6.49194
"Kreuzeck/Alpspitzbahn Bahnhof, Garmisch-Partenkirc",9398,47.472103,11.062936
Kreuzlingen,14149,47.652554,9.16908
Kreuzlingen,1582,47.652554,9.16908
Kreuzlingen,5916,47.652554,9.16908
Kreuzstraße,14767,47.916492,11.759014
Kreuzstraße,5163,47.916492,11.759014
Kreuzstraße,7618,47.916492,11.759014
Kreuzstraße,8879,47.916492,11.759014
Kreuztal,11889,50.956028,7.991696
Kreuztal,14554,50.95556,7.992257
Kreuztal,5375,50.9556,7.992347
Kreuztal,6276,50.956116,7.991736
Kreuztal-Littfeld,12781,51.00782,7.98702
Kreuztal-Littfeld,8811,51.00674,7.987191
Kriftel,13087,50.08233,8.475551
Kriftel,13157,50.082294,8.475607
Krimmeri-Meinau,4015,48.56362,7.752633
Krippen,6350,50.91324,14.159838
Krippen,8197,50.913074,14.160431
Krippen Bahnhof,5724,50.913166,14.160216
Krippen Bahnhof,5937,50.91312,14.160198
Krizany,8463,50.751392,14.918502
Krnsko,2452,50.376656,14.869166
Kronach,10624,50.239613,11.320115
Kronach,10744,50.239613,11.320115
Kronach,12473,50.239613,11.320115
Kronach,8503,50.239613,11.320115
Kronberg Süd,995,50.173626,8.52828
Kronberg(Taunus),870,50.179935,8.516821
"Kronenplatz (U), Karlsruhe",14645,49.00938,8.41001
"Kronenplatz (U), Karlsruhe",3852,49.009262,8.410809
"Kronenplatz (U), Karlsruhe",4205,49.009243,8.410989
"Kronenplatz (U), Karlsruhe",7554,49.00939,8.409812
"Kronenplatz, Karlsruhe",4067,49.008984,8.410144
"Kronenplatz, Karlsruhe",6895,49.00869,8.410001
Kronshagen,5349,54.33121,10.083155
Kronskamp,11100,53.93367,12.314816
Kronskamp,13579,53.9337,12.314834
Kronweiler,1897,49.65576,7.262475
Kronweiler,8566,49.655727,7.262592
Kropacova Vrutice,999,50.32355,14.701271
Krosno Odrz,5103,52.031864,15.093998
Kruft,11702,50.39054,7.338598
Kruft,533,50.39054,7.338598
Krumbach(Schwab),10999,48.24759,10.358619
Krumbach(Schwab),11767,48.24759,10.358619
Krumbach(Schwab)Schule,11616,48.23542,10.361165
Krumhermsdorf,4616,50.99285,14.207395
Krumpa,7039,51.289436,11.854636
Krupunder,8526,53.61539,9.868443
Krupunder,9648,53.61547,9.868577
Krystofovo Udoli,3329,50.771996,14.941867
Krzewina Zgorzelecka,3838,51.01556,14.939797
Krölpa-Ranis,10388,50.67706,11.543418
Kröpelin,12946,54.069107,11.791646
Ktova,5794,50.527958,15.247689
Kubschütz,110,51.165726,14.509634
Kubschütz,5799,51.165726,14.509634
Kuchen,15017,48.64034,9.803625
Kuchen,5842,48.640373,9.80368
Kuchl,2355,47.625816,13.141529
Kuchl,7860,47.625816,13.141529
Kuchl Garnei,10591,47.6515,13.128377
Kuchl Garnei,1357,47.6515,13.128377
Kufstein,13624,47.58308,12.16555
Kufstein,1749,47.58308,12.16555
Kufstein,1849,47.58308,12.16555
Kufstein,4483,47.58308,12.16555
Kufstein,5850,47.58308,12.16555
Kufstein,6760,47.58308,12.16555
Kuks,12643,50.395954,15.884577
"Kullenmühle, Bad Herrenalb",8673,48.808926,8.443993
Kulmbach,10793,50.10982,11.451889
Kulmbach,10893,50.10982,11.451889
Kulmbach,12494,50.10982,11.451889
Kulmbach,562,50.10982,11.451889
Kummersdorf(Storkow),14906,52.275085,13.873876
Kuncice nad Labem,7429,50.58384,15.622889
Kunersdorf,11553,51.76861,14.18868
Kupfermühle,3249,53.762264,10.326529
Kupfermühle,5530,53.76211,10.326332
Kuppenheim,8997,48.83413,8.256112
Kurort Jonsdorf,2204,50.853855,14.70661
Kurort Jonsdorf Bahnhof,12121,50.853985,14.706643
Kurort Jonsdorf Haltestelle,5714,50.862167,14.725759
Kurort Jonsdorf Hst,349,50.862152,14.725668
Kurort Kipsdorf,11960,50.80591,13.676546
Kurort Oberwiesenthal,8719,50.421177,12.971981
Kurort Oybin,13076,50.843662,14.745577
Kurort Oybin Bahnhof,9450,50.843647,14.74554
Kurort Oybin Hp Niederdorf,10685,50.862152,14.753661
Kurort Oybin Hp Teufelsmühle,11402,50.853214,14.751729
Kurort Oybin-Niederdorf,11371,50.862167,14.753624
Kurort Rathen,1620,50.956898,14.075154
Kurort Rathen,7123,50.956863,14.075118
Kurort Rathen,9601,50.956818,14.075341
"Kurt-Schumacher-Straße, Karlsruhe",11039,49.030262,8.37635
"Kurt-Schumacher-Straße, Karlsruhe",4342,49.03003,8.376206
Kurtzenhouse,5232,48.741917,7.813287
Kusel,5610,49.53828,7.410329
Kusel,7093,49.5383,7.411164
Kusel,8726,49.538364,7.411362
Kutenholz,8234,53.470455,9.308999
Kutzenhausen,12866,48.334774,10.696338
Kutzenhausen,6138,48.334774,10.696338
Kyhna,726,51.511074,12.265876
Kyhna,8669,51.511074,12.265876
Kyllburg,10867,50.041897,6.596608
Kyllburg,1368,50.041847,6.596617
Kyritz,7636,52.942192,12.390957
Kyritz Am Bürgerpark,10552,52.949165,12.38991
Kytlice,2457,50.814754,14.533322
Kälberau,2673,50.09091,9.091445
Kämmereiforst,14945,51.476154,12.541189
Kämmereiforst,4570,51.476154,12.541189
Köditz,9760,50.328888,11.848109
Köfering,3070,48.931717,12.20875
Köfering,3165,48.931717,12.20875
Kölleda,4385,51.180275,11.244906
Köln Airport-Businesspark,14143,50.910458,7.044499
Köln Airport-Businesspark,7879,50.9104,7.0444
Köln Frankfurter Straße,14148,50.9155,7.05244
Köln Frankfurter Straße,876,50.915607,7.052404
Köln Geldernstr./Parkgürtel,13116,50.968338,6.9413
Köln Geldernstr./Parkgürtel,5827,50.968353,6.941462
Köln Hansaring,3312,50.94905,6.952772
Köln Hansaring,74,50.948994,6.952619
Köln Hbf,10433,50.94303,6.958729
Köln Hbf,10991,50.943134,6.95809
Köln Hbf,1190,50.94303,6.958729
Köln Hbf,12029,50.94303,6.958729
Köln Hbf,1225,50.943497,6.958943
Köln Hbf,12956,50.94303,6.958729
Köln Hbf,1321,50.94303,6.958729
Köln Hbf,13412,50.94323,6.958332
Köln Hbf,1395,50.94303,6.958729
Köln Hbf,1873,50.94303,6.958729
Köln Hbf,2320,50.9434,6.958719
Köln Hbf,2358,50.94303,6.958729
Köln Hbf,2522,50.94303,6.958729
Köln Hbf,3115,50.94303,6.958729
Köln Hbf,3638,50.94303,6.958729
Köln Hbf,3714,50.9433,6.958485
Köln Hbf,3774,50.94303,6.958729
Köln Hbf,4685,50.94309,6.957973
Köln Hbf,4815,50.943436,6.958808
Köln Hbf,5129,50.94303,6.958729
Köln Hbf,5257,50.94303,6.958729
Köln Hbf,5478,50.94303,6.958729
Köln Hbf,5848,50.94303,6.958729
Köln Hbf,6134,50.94303,6.958729
Köln Hbf,6939,50.94303,6.958729
Köln Hbf,7491,50.94303,6.958729
Köln Hbf,7714,50.943333,6.958566
Köln Hbf,9033,50.94303,6.958729
Köln Hbf,9399,50.943195,6.958251
Köln Messe/Deutz,2496,50.94112,6.976011
Köln Messe/Deutz,2758,50.940674,6.975858
Köln Messe/Deutz,3922,50.94096,6.975957
Köln Messe/Deutz,402,50.940876,6.975921
Köln Messe/Deutz,5422,50.941204,6.976047
Köln Messe/Deutz,5517,50.94055,6.975831
Köln Messe/Deutz,7557,50.941074,6.976002
Köln Steinstraße,4654,50.895557,7.057173
Köln Steinstraße,4959,50.895557,7.057173
Köln Süd,14794,50.92764,6.937572
Köln Süd,3549,50.927402,6.937276
Köln Süd,7490,50.927532,6.937446
Köln Trimbornstr,13810,50.93579,6.996924
Köln Trimbornstr,5734,50.93586,6.996996
Köln Volkhovener Weg,1278,51.014748,6.893492
Köln Volkhovener Weg,4198,51.014755,6.893447
Köln West,13998,50.942223,6.932802
Köln West,6936,50.942165,6.932964
Köln West,8222,50.943665,6.934389
Köln-Blumenberg,2142,51.03733,6.882137
Köln-Blumenberg,7886,51.037365,6.882164
Köln-Buchforst,4270,50.953487,7.004524
Köln-Buchforst,5008,50.953583,7.004488
Köln-Chorweiler,1036,51.021374,6.8981
Köln-Chorweiler,11310,51.02136,6.898172
Köln-Chorweiler Nord,12656,51.027977,6.892854
Köln-Chorweiler Nord,8498,51.02801,6.892926
Köln-Dellbrück,10958,50.98171,7.071439
Köln-Dellbrück,14959,50.9818,7.071403
Köln-Dellbrück,1965,50.9815,7.070541
Köln-Ehrenfeld,1174,50.9516,6.917648
Köln-Ehrenfeld,12967,50.951744,6.917621
Köln-Ehrenfeld,4135,50.95149,6.917674
Köln-Ehrenfeld,571,50.951645,6.917639
Köln-Holweide,6930,50.976315,7.041489
Köln-Holweide,7798,50.97627,7.041507
Köln-Longerich,6088,50.99813,6.901711
Köln-Longerich,7354,50.998062,6.90155
Köln-Mülheim,10314,50.958164,7.013749
Köln-Mülheim,10976,50.958115,7.01392
Köln-Mülheim,13478,50.9583,7.013282
Köln-Mülheim,2712,50.95825,7.013453
Köln-Mülheim,4811,50.958317,7.013219
Köln-Mülheim,5841,50.958183,7.013686
Köln-Müngersdorf Technologiepark,10446,50.948376,6.88847
Köln-Müngersdorf Technologiepark,6378,50.94847,6.888434
Köln-Nippes,1280,50.95903,6.941866
Köln-Nippes,6631,50.95905,6.941722
Köln-Stammheim,14316,50.990158,7.001775
Köln-Stammheim,48,50.990173,7.001936
Köln-Weiden West,10066,50.940876,6.81479
Köln-Weiden West,10351,50.94077,6.814817
Köln-Worringen,10501,51.052208,6.852151
Köln-Worringen,10560,51.05217,6.851981
Köln/Bonn Flughafen,14615,50.879063,7.11958
Köln/Bonn Flughafen,3777,50.879097,7.119409
Köln/Bonn Flughafen,4699,50.879154,7.119158
Köln/Bonn Flughafen,5311,50.879112,7.119346
Kölpinsee,11516,54.03529,14.022905
Köndringen,11958,48.137424,7.802982
Köndringen,14293,48.13736,7.802901
Königs Wusterhausen,6816,52.29666,13.631318
Königsbach(Baden),10278,48.962585,8.608931
Königsbach(Baden),14127,48.962585,8.608931
Königsborn,10499,52.13401,11.756268
Königsborn,935,52.13401,11.756268
Königsbronn,13620,48.739758,10.115865
Königsbronn,2597,48.739758,10.115865
Königsbrück,5997,51.26017,13.899856
Königschaffhausen,7812,48.13719,7.658069
Königschaffhausen Bahnhof,12295,48.136723,7.658219
Königshofen(Baden),11802,49.546196,9.724505
Königshofen(Kahl),9700,50.058846,9.205986
Königslutter,102,52.257168,10.812489
Königslutter,6769,52.257214,10.812491
Königslutter,8821,52.257187,10.81241
Königsplatz  Ri. Am Stern,8204,51.315887,9.498219
Königsplatz  Ri. Friedrichsplatz,8483,51.3156,9.497499
Königsstollen,10595,50.776455,7.934575
Königstein(Sächs Schw),10321,50.919445,14.078899
Königstein(Sächs Schw),4775,50.919575,14.079924
Königstein(Sächs Schw),9635,50.91936,14.078325
Königstein(Taunus),6150,50.17714,8.469587
Königswinter,10605,50.679287,7.192882
Königswinter,1649,50.679302,7.192936
Könitz(Thür),14112,50.66011,11.487912
Könitz(Thür),3444,50.66011,11.487912
Könnern,4832,51.67407,11.779905
Könnern,770,51.67407,11.779905
Köppern,1117,50.269516,8.647821
Körle,4770,51.17159,9.513137
Körle Gl.1 Ri. Melsungen,5692,51.172028,9.512322
Körle Gl.2 Ri. Kassel,12215,51.172028,9.512322
Köstendorf Weng,736,47.936745,13.175342
Köthen,10287,51.75193,11.989358
Köthen,14414,51.75193,11.989358
Köthen,14628,51.75193,11.989358
Köthen,2883,51.75193,11.989358
Köthen,7198,51.75193,11.989358
Köttewitz,14866,50.945053,13.859918
Kötzschau,12733,51.304462,12.123904
Kötzschau,8246,51.304462,12.123904
Kövenig,1084,49.98158,7.119328
Kövenig,8479,49.98086,7.119598
"Kühler Krug, Karlsruhe",8752,49.006107,8.366884
Kühnhausen,14394,51.03303,10.968783
Kühnhausen,6144,51.03637,10.978069
Kühnhausen,839,51.03279,10.968945
Kühren,12649,51.34939,12.833225
Kühren,13494,51.34939,12.833225
Külte-Wetterburg,7467,51.39682,9.071138
Künsebeck,10579,52.0367,8.384328
Küntrop,12565,51.2934,7.814796
Küps,14829,50.195885,11.268337
Küps,545,50.195885,11.268337
Kürbitz,7263,50.462723,12.069771
Kürbitz,8527,50.462723,12.069771
Küstrin-Kietz,7453,52.568462,14.607911
Laaber,2671,49.070023,11.884056
Laaber,8892,49.070023,11.884056
Laage(Meckl),2268,53.919678,12.339564
Laberweinting,7838,48.79684,12.315237
Ladenburg,13552,49.47432,8.602896
Ladenburg,3947,49.47451,8.603013
Ladenburg,8982,49.474552,8.602896
Lage(Lippe),13954,51.99174,8.801199
Lage(Lippe),5000,51.99174,8.801199
Lage(Lippe),7343,51.99174,8.801199
Lage(Lippe),9869,51.99174,8.801199
Lagerlechfeld,13910,48.18295,10.844197
Lagerlechfeld,14503,48.18295,10.844197
Lahntal-Sarnau,2054,50.872955,8.768776
Lahr(Schwarzw),11004,48.340435,7.834734
Lahr(Schwarzw),13311,48.340435,7.834734
Lahr(Schwarzw),4471,48.340435,7.834734
Lahr(Schwarzw),596,48.340435,7.834734
Lahr(Schwarzw),6623,48.340435,7.834734
Laim,4360,48.14341,11.502101
Laim,9374,48.143414,11.502424
Laineck,10011,49.95935,11.615907
Lalendorf,1708,53.75501,12.386636
Lam,1598,49.191555,13.051003
Lambrecht(Pfalz),11045,49.373238,8.074264
Lambrecht(Pfalz),620,49.37332,8.074264
Lambsheim,5824,49.511803,8.283464
"Lameyplatz, Karlsruhe",14353,49.013165,8.35446
"Lameyplatz, Karlsruhe",8531,49.013287,8.354521
"Lameyplatz, Karlsruhe",9600,49.013245,8.354494
Lampertheim,11290,49.598213,8.478489
Lampertheim,13105,49.598213,8.478489
Lampertheim,3760,49.598213,8.478489
Lampertheim,5157,49.598213,8.478489
Lampertheim,9063,49.598213,8.478489
Lampertsmühle-Otterbach,12492,49.48366,7.729408
Lampertsmühle-Otterbach,175,49.48366,7.729408
Lampertsmühle-Otterbach,2332,49.48353,7.729599
Lampertswalde,7200,51.30881,13.681162
Lancken,879,54.518032,13.607885
Landau(Isar),8519,48.68289,12.695062
Landau(Isar),8914,48.68289,12.695062
Landau(Pfalz)Hbf,10629,49.198143,8.126286
Landau(Pfalz)Hbf,10780,49.198147,8.126052
Landau(Pfalz)Hbf,12389,49.198147,8.125998
Landau(Pfalz)Hbf,13493,49.198143,8.126232
Landau(Pfalz)Hbf,14226,49.198143,8.126465
Landau(Pfalz)Süd,11202,49.18907,8.114212
Landau(Pfalz)West,4711,49.1958,8.106738
Landeck-Zams,12963,47.148243,10.578392
